Date Time (EST), Gage Height (ft) from Continuous record, Gage Height (ft), Discharge (cfs) from Continuous record, Discharge (cfs)
\data
19890101  0:00,-9999,2.89,-9999,2.83
19890101  0:15,-9999,2.89,-9999,2.83
19890101  0:30,-9999,2.89,-9999,2.83
19890101  0:45,-9999,2.89,-9999,2.83
19890101  1:00,-9999,2.89,-9999,2.83
19890101  1:15,-9999,2.89,-9999,2.83
19890101  1:30,-9999,2.89,-9999,2.83
19890101  1:45,-9999,2.89,-9999,2.83
19890101  2:00,-9999,2.89,-9999,2.83
19890101  2:15,-9999,2.89,-9999,2.83
19890101  2:30,-9999,2.89,-9999,2.83
19890101  2:45,-9999,2.89,-9999,2.83
19890101  3:00,-9999,2.89,-9999,2.83
19890101  3:15,-9999,2.89,-9999,2.83
19890101  3:30,-9999,2.89,-9999,2.83
19890101  3:45,-9999,2.89,-9999,2.83
19890101  4:00,-9999,2.89,-9999,2.83
19890101  4:15,-9999,2.89,-9999,2.83
19890101  4:30,-9999,2.89,-9999,2.83
19890101  4:45,-9999,2.89,-9999,2.83
19890101  5:00,-9999,2.89,-9999,2.83
19890101  5:15,-9999,2.89,-9999,2.83
19890101  5:30,-9999,2.89,-9999,2.83
19890101  5:45,-9999,2.89,-9999,2.83
19890101  6:00,-9999,2.89,-9999,2.83
19890101  6:15,-9999,2.89,-9999,2.83
19890101  6:30,-9999,2.89,-9999,2.83
19890101  6:45,-9999,2.89,-9999,2.83
19890101  7:00,-9999,2.89,-9999,2.83
19890101  7:15,-9999,2.89,-9999,2.83
19890101  7:30,-9999,2.89,-9999,2.83
19890101  7:45,-9999,2.89,-9999,2.83
19890101  8:00,-9999,2.89,-9999,2.83
19890101  8:15,-9999,2.89,-9999,2.83
19890101  8:30,-9999,2.89,-9999,2.83
19890101  8:45,-9999,2.89,-9999,2.83
19890101  9:00,-9999,2.89,-9999,2.83
19890101  9:15,-9999,2.89,-9999,2.83
19890101  9:30,-9999,2.89,-9999,2.83
19890101  9:45,-9999,2.89,-9999,2.83
19890101 10:00,-9999,2.89,-9999,2.83
19890101 10:15,-9999,2.89,-9999,2.83
19890101 10:30,-9999,2.89,-9999,2.83
19890101 10:45,-9999,2.89,-9999,2.83
19890101 11:00,-9999,2.89,-9999,2.83
19890101 11:15,-9999,2.89,-9999,2.83
19890101 11:30,-9999,2.89,-9999,2.83
19890101 11:45,-9999,2.89,-9999,2.83
19890101 12:00,-9999,2.89,-9999,2.83
19890101 12:15,-9999,2.89,-9999,2.83
19890101 12:30,-9999,2.89,-9999,2.83
19890101 12:45,-9999,2.89,-9999,2.83
19890101 13:00,2.9,-9999,2.94,-9999
19890101 13:15,-9999,2.9,-9999,2.94
19890101 13:30,-9999,2.9,-9999,2.94
19890101 13:45,-9999,2.9,-9999,2.94
19890101 14:00,-9999,2.9,-9999,2.94
19890101 14:15,-9999,2.9,-9999,2.94
19890101 14:30,-9999,2.9,-9999,2.94
19890101 14:45,-9999,2.9,-9999,2.94
19890101 15:00,-9999,2.9,-9999,2.94
19890101 15:15,-9999,2.9,-9999,2.94
19890101 15:30,-9999,2.9,-9999,2.94
19890101 15:45,-9999,2.9,-9999,2.94
19890101 16:00,-9999,2.9,-9999,2.94
19890101 16:15,-9999,2.9,-9999,2.94
19890101 16:30,-9999,2.9,-9999,2.94
19890101 16:45,-9999,2.9,-9999,2.94
19890101 17:00,-9999,2.9,-9999,2.94
19890101 17:15,-9999,2.9,-9999,2.94
19890101 17:30,-9999,2.9,-9999,2.94
19890101 17:45,-9999,2.9,-9999,2.94
19890101 18:00,-9999,2.9,-9999,2.94
19890101 18:15,-9999,2.9,-9999,2.94
19890101 18:30,-9999,2.9,-9999,2.94
19890101 18:45,-9999,2.9,-9999,2.94
19890101 19:00,-9999,2.9,-9999,2.94
19890101 19:15,-9999,2.9,-9999,2.94
19890101 19:30,-9999,2.9,-9999,2.94
19890101 19:45,-9999,2.9,-9999,2.94
19890101 20:00,-9999,2.9,-9999,2.94
19890101 20:15,-9999,2.9,-9999,2.94
19890101 20:30,-9999,2.9,-9999,2.94
19890101 20:45,-9999,2.9,-9999,2.94
19890101 21:00,-9999,2.9,-9999,2.94
19890101 21:15,-9999,2.9,-9999,2.94
19890101 21:30,-9999,2.9,-9999,2.94
19890101 21:45,-9999,2.9,-9999,2.94
19890101 22:00,-9999,2.9,-9999,2.94
19890101 22:15,-9999,2.9,-9999,2.94
19890101 22:30,-9999,2.9,-9999,2.94
19890101 22:45,-9999,2.9,-9999,2.94
19890101 23:00,-9999,2.9,-9999,2.94
19890101 23:15,-9999,2.9,-9999,2.94
19890101 23:30,-9999,2.9,-9999,2.94
19890101 23:45,-9999,2.9,-9999,2.94
19890102  0:00,-9999,2.9,-9999,2.94
19890102  0:15,-9999,2.9,-9999,2.94
19890102  0:30,-9999,2.9,-9999,2.94
19890102  0:45,-9999,2.9,-9999,2.94
19890102  1:00,-9999,2.9,-9999,2.94
19890102  1:15,-9999,2.9,-9999,2.94
19890102  1:30,-9999,2.9,-9999,2.94
19890102  1:45,-9999,2.9,-9999,2.94
19890102  2:00,-9999,2.9,-9999,2.94
19890102  2:15,-9999,2.9,-9999,2.94
19890102  2:30,-9999,2.9,-9999,2.94
19890102  2:45,-9999,2.9,-9999,2.94
19890102  3:00,-9999,2.9,-9999,2.94
19890102  3:15,-9999,2.9,-9999,2.94
